model,sparsity,pruning_data,dataset,acc,bleu,ppl,f1,dataset_group,pruning_group,metric,value,percentage,percentage_wrt_task
Qwen,0.3,RTE,IWSLT,,0.3607034388287419,,,Translation,NLI,bleu,0.361,0.9778078622338715,0.9789915966386554
Qwen,0.3,RTE,WMT14,,0.3388023558592483,,,Translation,NLI,bleu,0.339,0.9707965997700557,0.9789915966386554
Qwen,0.3,SVAMP,IWSLT,,0.3594012344197324,,,Translation,Mathematical Reasoning,bleu,0.359,0.9742777996608621,0.9743230625583569
Qwen,0.3,SVAMP,WMT14,,0.338526253922019,,,Translation,Mathematical Reasoning,bleu,0.339,0.9700054635302491,0.9743230625583569
Qwen,0.3,Wikitext,IWSLT,,0.3624115490136391,,,Translation,Language Modeling,bleu,0.362,0.9824382687910633,0.9834733893557424
Qwen,0.3,Wikitext,WMT14,,0.3387339008659635,,,Translation,Language Modeling,bleu,0.339,0.9706004503821637,0.9834733893557424
Qwen,0.3,WinoGrande,IWSLT,,0.3595005133805813,,,Translation,Question Answering,bleu,0.36,0.9745469286405795,0.9793417366946778
Qwen,0.3,WinoGrande,WMT14,,0.3396861627739598,,,Translation,Question Answering,bleu,0.34,0.973329040093498,0.9793417366946778
Qwen,0.3,WMT14,IWSLT,,0.3698925516518406,,,Translation,Translation,bleu,0.37,1.0027180399537077,1.0
Qwen,0.3,WMT14,WMT14,,0.3453657224527556,,,Translation,Translation,bleu,0.345,0.9896031218081384,1.0
Qwen,0.3,ANLI,DS1000,,,,0.8684466481208801,Coding,NLI,f1,0.868,1.0512528929064016,0.9811792383473018
Qwen,0.3,ANLI,MBPP,,,,0.6373580694198608,Coding,NLI,f1,0.637,0.8960029803379643,0.9811792383473018
Qwen,0.3,ANLI,RefineCode,,,,0.7116243243217468,Coding,NLI,f1,0.712,0.967577718962216,0.9811792383473018
Qwen,0.3,BoolQ,DS1000,,,,0.8600387573242188,Coding,Question Answering,f1,0.86,1.0410751582783084,0.9963608292898103
Qwen,0.3,BoolQ,MBPP,,,,0.6931799054145813,Coding,Question Answering,f1,0.693,0.9744777558510961,0.9963608292898103
Qwen,0.3,BoolQ,RefineCode,,,,0.7419981360435486,Coding,Question Answering,f1,0.742,1.0088762278207764,0.9963608292898103
Qwen,0.3,C4,DS1000,,,,0.871222972869873,Coding,Language Modeling,f1,0.871,1.0546136283417236,0.9534186149095719
Qwen,0.3,C4,MBPP,,,,0.5086994171142578,Coding,Language Modeling,f1,0.509,0.7151336363332425,0.9534186149095719
Qwen,0.3,C4,RefineCode,,,,0.6315488815307617,Coding,Language Modeling,f1,0.632,0.8587011507610985,0.9534186149095719
Qwen,0.3,CommonsenseQA,DS1000,,,,0.8550935387611389,Coding,Question Answering,f1,0.855,1.0350889813131017,0.9963608292898103
Qwen,0.3,CommonsenseQA,MBPP,,,,0.6512033343315125,Coding,Question Answering,f1,0.651,0.9154667625031454,0.9963608292898103
Qwen,0.3,CommonsenseQA,RefineCode,,,,0.7095241546630859,Coding,Question Answering,f1,0.71,0.9647221710300995,0.9963608292898103
Qwen,0.3,DS1000,DS1000,,,,0.8715388774871826,Coding,Coding,f1,0.872,1.0549960302354355,1.0
Qwen,0.3,DS1000,MBPP,,,,0.6384639739990234,Coding,Coding,f1,0.638,0.8975576696820579,1.0
Qwen,0.3,DS1000,RefineCode,,,,0.7081474661827087,Coding,Coding,f1,0.708,0.9628503222834529,1.0
Qwen,0.3,e-SNLI,DS1000,,,,0.8706629872322083,Coding,NLI,f1,0.871,1.0539357668716438,0.9811792383473018
Qwen,0.3,e-SNLI,MBPP,,,,0.664961576461792,Coding,NLI,f1,0.665,0.9348082073587233,0.9811792383473018
Qwen,0.3,e-SNLI,RefineCode,,,,0.7150328159332275,Coding,NLI,f1,0.715,0.9722121593907127,0.9811792383473018
Qwen,0.3,GSM8K,DS1000,,,,0.8682180643081665,Coding,Mathematical Reasoning,f1,0.868,1.0509761926682157,0.94824290545508
Qwen,0.3,GSM8K,MBPP,,,,0.6534847617149353,Coding,Mathematical Reasoning,f1,0.653,0.9186740110390149,0.94824290545508
Qwen,0.3,GSM8K,RefineCode,,,,0.7039003372192383,Coding,Mathematical Reasoning,f1,0.704,0.9570756077126296,0.94824290545508
Qwen,0.3,IWSLT,DS1000,,,,0.870740532875061,Coding,Translation,f1,0.871,1.0540296357138548,1.0086016762240848
Qwen,0.3,IWSLT,MBPP,,,,0.7166341543197632,Coding,Translation,f1,0.717,1.0074499231914418,1.0086016762240848
Qwen,0.3,IWSLT,RefineCode,,,,0.7560037970542908,Coding,Translation,f1,0.756,1.0279193732981995,1.0086016762240848
Qwen,0.3,MAWPS,DS1000,,,,0.8597752451896667,Coding,Mathematical Reasoning,f1,0.86,1.0407561773779122,0.94824290545508
Qwen,0.3,MAWPS,MBPP,,,,0.5648679137229919,Coding,Mathematical Reasoning,f1,0.565,0.7940957500605192,0.94824290545508
Qwen,0.3,MAWPS,RefineCode,,,,0.6481653451919556,Coding,Mathematical Reasoning,f1,0.648,0.8812941390233257,0.94824290545508
Qwen,0.3,MBPP,DS1000,,,,0.8703942894935608,Coding,Coding,f1,0.87,1.0536105088080865,1.0
Qwen,0.3,MBPP,MBPP,,,,0.686231791973114,Coding,Coding,f1,0.686,0.9647100433987417,1.0
Qwen,0.3,MBPP,RefineCode,,,,0.7396286129951477,Coding,Coding,f1,0.74,1.0056544468503392,1.0
Qwen,0.3,RefineCode,DS1000,,,,0.8695002198219299,Coding,Coding,f1,0.87,1.0525282392975812,1.0
Qwen,0.3,RefineCode,MBPP,,,,0.6804571747779846,Coding,Coding,f1,0.68,0.9565920411871177,1.0
Qwen,0.3,RefineCode,RefineCode,,,,0.7367402911186218,Coding,Coding,f1,0.737,1.001727268144663,1.0
Qwen,0.3,OSCAR,DS1000,,,,0.8730064630508423,Coding,Language Modeling,f1,0.873,1.0567725395612797,0.9534186149095719
Qwen,0.3,OSCAR,MBPP,,,,0.6633419394493103,Coding,Language Modeling,f1,0.663,0.9325313089245821,0.9534186149095719
Qwen,0.3,OSCAR,RefineCode,,,,0.6915192008018494,Coding,Language Modeling,f1,0.692,0.9402412875194361,0.9534186149095719
Qwen,0.3,Pile,DS1000,,,,0.8577204346656799,Coding,Language Modeling,f1,0.858,1.0382688334375678,0.9534186149095719
Qwen,0.3,Pile,MBPP,,,,0.6096308827400208,Coding,Language Modeling,f1,0.61,0.857023883510749,0.9534186149095719
Qwen,0.3,Pile,RefineCode,,,,0.6701863408088684,Coding,Language Modeling,f1,0.67,0.9112355336329004,0.9534186149095719
Qwen,0.3,RACE,DS1000,,,,0.8394984602928162,Coding,Question Answering,f1,0.839,1.0162111706952586,0.9963608292898103
Qwen,0.3,RACE,MBPP,,,,0.6684382557868958,Coding,Question Answering,f1,0.668,0.9396957504627241,0.9963608292898103
Qwen,0.3,RACE,RefineCode,,,,0.7267494797706604,Coding,Question Answering,f1,0.727,0.9881430129073846,0.9963608292898103
Qwen,0.3,RedPajama,DS1000,,,,0.8585242629051208,Coding,Language Modeling,f1,0.859,1.039241865878813,0.9534186149095719
Qwen,0.3,RedPajama,MBPP,,,,0.6198593974113464,Coding,Language Modeling,f1,0.62,0.8714032097790747,0.9534186149095719
Qwen,0.3,RedPajama,RefineCode,,,,0.6912968754768372,Coding,Language Modeling,f1,0.691,0.939938997359459,0.9534186149095719
Qwen,0.3,RTE,DS1000,,,,0.8698022365570068,Coding,NLI,f1,0.87,1.0528938299382298,0.9811792383473018
Qwen,0.3,RTE,MBPP,,,,0.6365960836410522,Coding,NLI,f1,0.637,0.8949317747448367,0.9811792383473018
Qwen,0.3,RTE,RefineCode,,,,0.6976909041404724,Coding,NLI,f1,0.698,0.9486327975260509,0.9811792383473018
Qwen,0.3,SVAMP,DS1000,,,,0.8699712157249451,Coding,Mathematical Reasoning,f1,0.87,1.0530983788757153,0.94824290545508
Qwen,0.3,SVAMP,MBPP,,,,0.6009684801101685,Coding,Mathematical Reasoning,f1,0.601,0.8448462098518906,0.94824290545508
Qwen,0.3,SVAMP,RefineCode,,,,0.6803231835365295,Coding,Mathematical Reasoning,f1,0.68,0.9250183440690913,0.94824290545508
Qwen,0.3,Wikitext,DS1000,,,,0.8380234241485596,Coding,Language Modeling,f1,0.838,1.0144256424568268,0.9534186149095719
Qwen,0.3,Wikitext,MBPP,,,,0.6957215070724487,Coding,Language Modeling,f1,0.696,0.9780507594256079,0.9534186149095719
Qwen,0.3,Wikitext,RefineCode,,,,0.724530816078186,Coding,Language Modeling,f1,0.725,0.9851263516138647,0.9534186149095719
Qwen,0.3,WinoGrande,DS1000,,,,0.8698076605796814,Coding,Question Answering,f1,0.87,1.0529003957065937,0.9963608292898103
Qwen,0.3,WinoGrande,MBPP,,,,0.685075581073761,Coding,Question Answering,f1,0.685,0.9630846330345761,0.9963608292898103
Qwen,0.3,WinoGrande,RefineCode,,,,0.7347407937049866,Coding,Question Answering,f1,0.735,0.9990086017353886,0.9963608292898103
Qwen,0.3,WMT14,DS1000,,,,0.8490473031997681,Coding,Translation,f1,0.849,1.027770025521358,1.0086016762240848
Qwen,0.3,WMT14,MBPP,,,,0.6670672297477722,Coding,Translation,f1,0.667,0.9377683512877301,1.0086016762240848
Qwen,0.3,WMT14,RefineCode,,,,0.7125319838523865,Coding,Translation,f1,0.713,0.9688118408271307,1.0086016762240848
Qwen,0.5,ANLI,C4,,,15.965449333190918,,Language Modeling,NLI,ppl,15.965,0.8023940882338659,1.0300557933353716
Qwen,0.5,ANLI,OSCAR,,,9.953210830688477,,Language Modeling,NLI,ppl,9.953,0.8019947017725338,1.0300557933353716
Qwen,0.5,ANLI,Pile,,,6.142350673675537,,Language Modeling,NLI,ppl,6.142,0.8059783364332707,1.0300557933353716
Qwen,0.5,ANLI,RedPajama,,,12.95188331604004,,Language Modeling,NLI,ppl,12.952,0.7976201222970208,1.0300557933353716
Qwen,0.5,ANLI,Wikitext,,,8.64533519744873,,Language Modeling,NLI,ppl,8.645,0.7924774284686503,1.0300557933353716
Qwen,0.5,BoolQ,C4,,,15.646809577941896,,Language Modeling,Question Answering,ppl,15.647,0.8187344581101976,1.0244812366248857
Qwen,0.5,BoolQ,OSCAR,,,9.811285972595217,,Language Modeling,Question Answering,ppl,9.811,0.8135959316784342,1.0244812366248857
Qwen,0.5,BoolQ,Pile,,,6.042926788330078,,Language Modeling,Question Answering,ppl,6.043,0.8192390461058117,1.0244812366248857
Qwen,0.5,BoolQ,RedPajama,,,12.860969543457031,,Language Modeling,Question Answering,ppl,12.861,0.8032584728242589,1.0244812366248857
Qwen,0.5,BoolQ,Wikitext,,,8.518519401550293,,Language Modeling,Question Answering,ppl,8.519,0.8042750955379429,1.0244812366248857
Qwen,0.5,C4,C4,,,15.271151542663574,,Language Modeling,Language Modeling,ppl,15.271,0.838874666730948,1.0
Qwen,0.5,C4,OSCAR,,,9.58156967163086,,Language Modeling,Language Modeling,ppl,9.582,0.8331017385879412,1.0
Qwen,0.5,C4,Pile,,,5.982234001159668,,Language Modeling,Language Modeling,ppl,5.982,0.8275506402456181,1.0
Qwen,0.5,C4,RedPajama,,,12.44288158416748,,Language Modeling,Language Modeling,ppl,12.443,0.8302484183134496,1.0
Qwen,0.5,C4,Wikitext,,,8.65145492553711,,Language Modeling,Language Modeling,ppl,8.651,0.7919168584350378,1.0
Qwen,0.5,CommonsenseQA,C4,,,15.985960960388184,,Language Modeling,Question Answering,ppl,15.986,0.8013645343369231,1.0244812366248857
Qwen,0.5,CommonsenseQA,OSCAR,,,9.98503589630127,,Language Modeling,Question Answering,ppl,9.985,0.7994385232800281,1.0244812366248857
Qwen,0.5,CommonsenseQA,Pile,,,6.154984474182129,,Language Modeling,Question Answering,ppl,6.155,0.8043239749059842,1.0244812366248857
Qwen,0.5,CommonsenseQA,RedPajama,,,13.005818367004396,,Language Modeling,Question Answering,ppl,13.006,0.7943123964213908,1.0244812366248857
Qwen,0.5,CommonsenseQA,Wikitext,,,8.99670696258545,,Language Modeling,Question Answering,ppl,8.997,0.7615267490667266,1.0244812366248857
Qwen,0.5,DS1000,C4,,,16.917280197143555,,Language Modeling,Coding,ppl,16.917,0.7572483290258885,1.1006381840415778
Qwen,0.5,DS1000,OSCAR,,,10.369680404663086,,Language Modeling,Coding,ppl,10.37,0.7697847995631173,1.1006381840415778
Qwen,0.5,DS1000,Pile,,,6.125265598297119,,Language Modeling,Coding,ppl,6.125,0.8082264349704448,1.1006381840415778
Qwen,0.5,DS1000,RedPajama,,,13.48069667816162,,Language Modeling,Coding,ppl,13.481,0.7663315184037959,1.1006381840415778
Qwen,0.5,DS1000,Wikitext,,,9.660679817199709,,Language Modeling,Coding,ppl,9.661,0.7091874624936708,1.1006381840415778
Qwen,0.5,e-SNLI,C4,,,16.346729278564453,,Language Modeling,NLI,ppl,16.347,0.7836786150088316,1.0300557933353716
Qwen,0.5,e-SNLI,OSCAR,,,10.184602737426758,,Language Modeling,NLI,ppl,10.185,0.7837735607009054,1.0300557933353716
Qwen,0.5,e-SNLI,Pile,,,6.259177207946777,,Language Modeling,NLI,ppl,6.259,0.790934880621914,1.0300557933353716
Qwen,0.5,e-SNLI,RedPajama,,,13.214195251464844,,Language Modeling,NLI,ppl,13.214,0.7817867496222599,1.0300557933353716
Qwen,0.5,e-SNLI,Wikitext,,,9.186968803405762,,Language Modeling,NLI,ppl,9.187,0.7457555535601488,1.0300557933353716
Qwen,0.5,GSM8K,C4,,,16.304676055908203,,Language Modeling,Mathematical Reasoning,ppl,16.305,0.7856998886100306,1.0681876082747377
Qwen,0.5,GSM8K,OSCAR,,,10.151700973510742,,Language Modeling,Mathematical Reasoning,ppl,10.152,0.7863137786136556,1.0681876082747377
Qwen,0.5,GSM8K,Pile,,,6.27186393737793,,Language Modeling,Mathematical Reasoning,ppl,6.272,0.7893349771596737,1.0681876082747377
Qwen,0.5,GSM8K,RedPajama,,,13.182379722595217,,Language Modeling,Mathematical Reasoning,ppl,13.182,0.7836735833674497,1.0681876082747377
Qwen,0.5,GSM8K,Wikitext,,,9.201169967651367,,Language Modeling,Mathematical Reasoning,ppl,9.201,0.7446045480749318,1.0681876082747377
Qwen,0.5,IWSLT,C4,,,15.980073928833008,,Language Modeling,Translation,ppl,15.98,0.8016597556432732,1.051389101192296
Qwen,0.5,IWSLT,OSCAR,,,10.024741172790527,,Language Modeling,Translation,ppl,10.025,0.7962721644627897,1.051389101192296
Qwen,0.5,IWSLT,Pile,,,6.2108964920043945,,Language Modeling,Translation,ppl,6.211,0.7970832526563519,1.051389101192296
Qwen,0.5,IWSLT,RedPajama,,,13.304259300231934,,Language Modeling,Translation,ppl,13.304,0.7764943933659281,1.051389101192296
Qwen,0.5,IWSLT,Wikitext,,,9.078272819519045,,Language Modeling,Translation,ppl,9.078,0.754684634591831,1.051389101192296
Qwen,0.5,MAWPS,C4,,,17.01871109008789,,Language Modeling,Mathematical Reasoning,ppl,17.019,0.7527351568010872,1.0681876082747377
Qwen,0.5,MAWPS,OSCAR,,,10.499628067016602,,Language Modeling,Mathematical Reasoning,ppl,10.5,0.7602576301643521,1.0681876082747377
Qwen,0.5,MAWPS,Pile,,,6.3679351806640625,,Language Modeling,Mathematical Reasoning,ppl,6.368,0.7774265028310997,1.0681876082747377
Qwen,0.5,MAWPS,RedPajama,,,13.452465057373049,,Language Modeling,Mathematical Reasoning,ppl,13.452,0.7679397575431385,1.0681876082747377
Qwen,0.5,MAWPS,Wikitext,,,9.494544982910156,,Language Modeling,Mathematical Reasoning,ppl,9.495,0.7215967713940644,1.0681876082747377
Qwen,0.5,MBPP,C4,,,17.477001190185547,,Language Modeling,Coding,ppl,17.477,0.7329965834266619,1.1006381840415778
Qwen,0.5,MBPP,OSCAR,,,10.667332649230955,,Language Modeling,Coding,ppl,10.667,0.7483053743910985,1.1006381840415778
Qwen,0.5,MBPP,Pile,,,6.342243671417236,,Language Modeling,Coding,ppl,6.342,0.7805757448377143,1.1006381840415778
Qwen,0.5,MBPP,RedPajama,,,13.976725578308104,,Language Modeling,Coding,ppl,13.977,0.739134691930264,1.1006381840415778
Qwen,0.5,MBPP,Wikitext,,,9.961426734924316,,Language Modeling,Coding,ppl,9.961,0.6877762782216291,1.1006381840415778
Qwen,0.5,RefineCode,C4,,,17.20168113708496,,Language Modeling,Coding,ppl,17.202,0.7447284982705256,1.1006381840415778
Qwen,0.5,RefineCode,OSCAR,,,10.551569938659668,,Language Modeling,Coding,ppl,10.552,0.7565151345479438,1.1006381840415778
Qwen,0.5,RefineCode,Pile,,,6.294127464294434,,Language Modeling,Coding,ppl,6.294,0.7865429490970354,1.1006381840415778
Qwen,0.5,RefineCode,RedPajama,,,13.90723991394043,,Language Modeling,Coding,ppl,13.907,0.7428276795715061,1.1006381840415778
Qwen,0.5,RefineCode,Wikitext,,,9.875730514526367,,Language Modeling,Coding,ppl,9.876,0.6937444268498513,1.1006381840415778
Qwen,0.5,OSCAR,C4,,,15.365930557250977,,Language Modeling,Language Modeling,ppl,15.366,0.8337003810618269,1.0
Qwen,0.5,OSCAR,OSCAR,,,9.536640167236328,,Language Modeling,Language Modeling,ppl,9.537,0.8370266898882508,1.0
Qwen,0.5,OSCAR,Pile,,,5.9586663246154785,,Language Modeling,Language Modeling,ppl,5.959,0.8308237629127956,1.0
Qwen,0.5,OSCAR,RedPajama,,,12.442920684814451,,Language Modeling,Language Modeling,ppl,12.443,0.8302458093399518,1.0
Qwen,0.5,OSCAR,Wikitext,,,8.710793495178223,,Language Modeling,Language Modeling,ppl,8.711,0.7865222622159642,1.0
Qwen,0.5,Pile,C4,,,15.706737518310549,,Language Modeling,Language Modeling,ppl,15.707,0.8156106349912214,1.0
Qwen,0.5,Pile,OSCAR,,,9.785987854003906,,Language Modeling,Language Modeling,ppl,9.786,0.8156991885669647,1.0
Qwen,0.5,Pile,Pile,,,5.818943500518799,,Language Modeling,Language Modeling,ppl,5.819,0.8507732679166603,1.0
Qwen,0.5,Pile,RedPajama,,,12.65478515625,,Language Modeling,Language Modeling,ppl,12.655,0.8163459613863487,1.0
Qwen,0.5,Pile,Wikitext,,,8.66724681854248,,Language Modeling,Language Modeling,ppl,8.667,0.7904739704500319,1.0
Qwen,0.5,RACE,C4,,,15.579500198364258,,Language Modeling,Question Answering,ppl,15.58,0.8222717030610991,1.0244812366248857
Qwen,0.5,RACE,OSCAR,,,9.784396171569824,,Language Modeling,Question Answering,ppl,9.784,0.8158318829149009,1.0244812366248857
Qwen,0.5,RACE,Pile,,,6.121596813201904,,Language Modeling,Question Answering,ppl,6.122,0.8087108198766483,1.0244812366248857
Qwen,0.5,RACE,RedPajama,,,12.801265716552734,,Language Modeling,Question Answering,ppl,12.801,0.8070047902496442,1.0244812366248857
Qwen,0.5,RACE,Wikitext,,,8.695541381835938,,Language Modeling,Question Answering,ppl,8.696,0.7879018343625136,1.0244812366248857
Qwen,0.5,RedPajama,C4,,,15.564745903015137,,Language Modeling,Language Modeling,ppl,15.565,0.8230511593811561,1.0
Qwen,0.5,RedPajama,OSCAR,,,9.667001724243164,,Language Modeling,Language Modeling,ppl,9.667,0.825739208447499,1.0
Qwen,0.5,RedPajama,Pile,,,5.990079879760742,,Language Modeling,Language Modeling,ppl,5.99,0.8264667044734849,1.0
Qwen,0.5,RedPajama,RedPajama,,,12.35708236694336,,Language Modeling,Language Modeling,ppl,12.357,0.8360131014544652,1.0
Qwen,0.5,RedPajama,Wikitext,,,8.697454452514648,,Language Modeling,Language Modeling,ppl,8.697,0.7877285294138932,1.0
Qwen,0.5,RTE,C4,,,15.61094093322754,,Language Modeling,NLI,ppl,15.611,0.820615632058582,1.0300557933353716
Qwen,0.5,RTE,OSCAR,,,9.800106048583984,,Language Modeling,NLI,ppl,9.8,0.8145240788481607,1.0300557933353716
Qwen,0.5,RTE,Pile,,,6.064183235168457,,Language Modeling,NLI,ppl,6.064,0.8163674126877313,1.0300557933353716
Qwen,0.5,RTE,RedPajama,,,12.84033489227295,,Language Modeling,NLI,ppl,12.84,0.804549323766734,1.0300557933353716
Qwen,0.5,RTE,Wikitext,,,8.563135147094727,,Language Modeling,NLI,ppl,8.563,0.8000846521554837,1.0300557933353716
Qwen,0.5,SVAMP,C4,,,16.580717086791992,,Language Modeling,Mathematical Reasoning,ppl,16.581,0.7726193079522761,1.0681876082747377
Qwen,0.5,SVAMP,OSCAR,,,10.278504371643066,,Language Modeling,Mathematical Reasoning,ppl,10.279,0.7766132175668989,1.0681876082747377
Qwen,0.5,SVAMP,Pile,,,6.268252372741699,,Language Modeling,Mathematical Reasoning,ppl,6.268,0.7897897664885217,1.0681876082747377
Qwen,0.5,SVAMP,RedPajama,,,13.34569263458252,,Language Modeling,Mathematical Reasoning,ppl,13.346,0.7740836715920489,1.0681876082747377
Qwen,0.5,SVAMP,Wikitext,,,9.29383945465088,,Language Modeling,Mathematical Reasoning,ppl,9.294,0.737180046949826,1.0681876082747377
Qwen,0.5,Wikitext,C4,,,15.720078468322754,,Language Modeling,Language Modeling,ppl,15.72,0.8149184615562881,1.0
Qwen,0.5,Wikitext,OSCAR,,,9.858301162719728,,Language Modeling,Language Modeling,ppl,9.858,0.8097158141225776,1.0
Qwen,0.5,Wikitext,Pile,,,6.0439887046813965,,Language Modeling,Language Modeling,ppl,6.044,0.8190951074948701,1.0
Qwen,0.5,Wikitext,RedPajama,,,12.908390045166016,,Language Modeling,Language Modeling,ppl,12.908,0.8003076075614306,1.0
Qwen,0.5,Wikitext,Wikitext,,,8.294695854187012,,Language Modeling,Language Modeling,ppl,8.295,0.8259776037556945,1.0
Qwen,0.5,WinoGrande,C4,,,16.099794387817383,,Language Modeling,Question Answering,ppl,16.1,0.7956984947983807,1.0244812366248857
Qwen,0.5,WinoGrande,OSCAR,,,10.047972679138184,,Language Modeling,Question Answering,ppl,10.048,0.7944311361843603,1.0244812366248857
Qwen,0.5,WinoGrande,Pile,,,6.175159454345703,,Language Modeling,Question Answering,ppl,6.175,0.801696152845876,1.0244812366248857
Qwen,0.5,WinoGrande,RedPajama,,,13.054616928100586,,Language Modeling,Question Answering,ppl,13.055,0.7913432321617491,1.0244812366248857
Qwen,0.5,WinoGrande,Wikitext,,,9.098309516906738,,Language Modeling,Question Answering,ppl,9.098,0.7530226348963536,1.0244812366248857
Qwen,0.5,WMT14,C4,,,16.230281829833984,,Language Modeling,Translation,ppl,16.23,0.7893012761738806,1.051389101192296
Qwen,0.5,WMT14,OSCAR,,,10.141356468200684,,Language Modeling,Translation,ppl,10.141,0.7871158436119373,1.051389101192296
Qwen,0.5,WMT14,Pile,,,6.256808757781982,,Language Modeling,Translation,ppl,6.257,0.7912342808306899,1.051389101192296
Qwen,0.5,WMT14,RedPajama,,,13.625353813171388,,Language Modeling,Translation,ppl,13.625,0.7581955592617429,1.051389101192296
Qwen,0.5,WMT14,Wikitext,,,9.19955062866211,,Language Modeling,Translation,ppl,9.2,0.7447356161265082,1.051389101192296
Qwen,0.5,ANLI,ANLI,0.479,,,,NLI,NLI,acc,0.479,0.768860353130016,1.0
Qwen,0.5,ANLI,BoolQ,0.672782874617737,,,,Question Answering,NLI,acc,0.673,1.1752136752136753,0.9689682609848821
Qwen,0.5,ANLI,CommonsenseQA,0.7919737919737919,,,,Question Answering,NLI,acc,0.792,0.9333976833976833,0.9689682609848821
Qwen,0.5,ANLI,e-SNLI,0.8599348534201955,,,,NLI,NLI,acc,0.86,1.0195510499637943,1.0
Qwen,0.5,ANLI,MAWPS,0.625,,,,Mathematical Reasoning,NLI,acc,0.625,0.9587020648967551,0.954187875983341
Qwen,0.5,ANLI,RTE,0.8267148014440433,,,,NLI,NLI,acc,0.827,1.106280193236715,1.0
Qwen,0.5,ANLI,SVAMP,0.5933333333333334,,,,Mathematical Reasoning,NLI,acc,0.593,0.8855721393034826,0.954187875983341
Qwen,0.5,ANLI,WinoGrande,0.6132596685082873,,,,Question Answering,NLI,acc,0.613,0.9119718309859155,0.9689682609848821
Qwen,0.5,BoolQ,ANLI,0.408,,,,NLI,Question Answering,acc,0.408,0.6548956661316212,0.9996580027359782
Qwen,0.5,BoolQ,BoolQ,0.5666666666666667,,,,Question Answering,Question Answering,acc,0.567,0.9898504273504273,1.0
Qwen,0.5,BoolQ,CommonsenseQA,0.7952497952497952,,,,Question Answering,Question Answering,acc,0.795,0.9372586872586872,1.0
Qwen,0.5,BoolQ,e-SNLI,0.8650244299674267,,,,NLI,Question Answering,acc,0.865,1.0255853246439777,0.9996580027359782
Qwen,0.5,BoolQ,MAWPS,0.6423076923076924,,,,Mathematical Reasoning,Question Answering,acc,0.642,0.9852507374631269,0.9294308190652475
Qwen,0.5,BoolQ,RTE,0.855595667870036,,,,NLI,Question Answering,acc,0.856,1.144927536231884,0.9996580027359782
Qwen,0.5,BoolQ,SVAMP,0.5866666666666667,,,,Mathematical Reasoning,Question Answering,acc,0.587,0.8756218905472636,0.9294308190652475
Qwen,0.5,BoolQ,WinoGrande,0.6179952644041041,,,,Question Answering,Question Answering,acc,0.618,0.9190140845070421,1.0
Qwen,0.5,C4,ANLI,0.479,,,,NLI,Language Modeling,acc,0.479,0.768860353130016,0.993798449612403
Qwen,0.5,C4,BoolQ,0.8085626911314985,,,,Question Answering,Language Modeling,acc,0.809,1.4123931623931623,1.073432941384493
Qwen,0.5,C4,CommonsenseQA,0.8034398034398035,,,,Question Answering,Language Modeling,acc,0.803,0.946911196911197,1.073432941384493
Qwen,0.5,C4,e-SNLI,0.8724552117263844,,,,NLI,Language Modeling,acc,0.872,1.0343953656770457,0.993798449612403
Qwen,0.5,C4,MAWPS,0.6326923076923077,,,,Mathematical Reasoning,Language Modeling,acc,0.633,0.9705014749262536,0.9830171217029152
Qwen,0.5,C4,RTE,0.8303249097472925,,,,NLI,Language Modeling,acc,0.83,1.1111111111111112,0.993798449612403
Qwen,0.5,C4,SVAMP,0.5966666666666667,,,,Mathematical Reasoning,Language Modeling,acc,0.597,0.890547263681592,0.9830171217029152
Qwen,0.5,C4,WinoGrande,0.6298342541436464,,,,Question Answering,Language Modeling,acc,0.63,0.9366197183098591,1.073432941384493
Qwen,0.5,CommonsenseQA,ANLI,0.493,,,,NLI,Question Answering,acc,0.493,0.7913322632423756,0.9996580027359782
Qwen,0.5,CommonsenseQA,BoolQ,0.336085626911315,,,,Question Answering,Question Answering,acc,0.336,0.5870726495726496,1.0
Qwen,0.5,CommonsenseQA,CommonsenseQA,0.800982800982801,,,,Question Answering,Question Answering,acc,0.801,0.9440154440154439,1.0
Qwen,0.5,CommonsenseQA,e-SNLI,0.8335708469055375,,,,NLI,Question Answering,acc,0.834,0.9882935071204442,0.9996580027359782
Qwen,0.5,CommonsenseQA,MAWPS,0.575,,,,Mathematical Reasoning,Question Answering,acc,0.575,0.8820058997050146,0.9294308190652475
Qwen,0.5,CommonsenseQA,RTE,0.8267148014440433,,,,NLI,Question Answering,acc,0.827,1.106280193236715,0.9996580027359782
Qwen,0.5,CommonsenseQA,SVAMP,0.5566666666666666,,,,Mathematical Reasoning,Question Answering,acc,0.557,0.8308457711442785,0.9294308190652475
Qwen,0.5,CommonsenseQA,WinoGrande,0.6101026045777427,,,,Question Answering,Question Answering,acc,0.61,0.9072769953051643,1.0
Qwen,0.5,DS1000,ANLI,0.402,,,,NLI,Coding,acc,0.402,0.6452648475120386,0.9522723818209454
Qwen,0.5,DS1000,BoolQ,0.7516819571865443,,,,Question Answering,Coding,acc,0.752,1.3130341880341878,1.0002062888633485
Qwen,0.5,DS1000,CommonsenseQA,0.7755937755937756,,,,Question Answering,Coding,acc,0.776,0.9140926640926641,1.0002062888633485
Qwen,0.5,DS1000,e-SNLI,0.7724959283387622,,,,NLI,Coding,acc,0.772,0.9158822109582428,0.9522723818209454
